# Segments csv adapted from original balanced_train_segments provided by audioset
# num_ytids=582, num_segs=582, num_unique_labels=7, num_positive_labels=Dunno
# YTID, start_seconds, end_seconds, positive_labels
0xps9c25LqE, 180.000, 190.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
11-d3rWQxZY, 40.000, 50.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
1AlmsqlPdwM, 450.000, 460.000, "/m/032s66,/m/073cg4"
1Co1uyI6Ulw, 7.000, 17.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw"
1CouJesdH7M, 300.000, 310.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
1OHxLcGzhv0, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07pxg6y"
1OM5619KGEI, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
1nYZnNEKI6o, 70.000, 80.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
27rCZL5yPU4, 22.000, 32.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
2Gu16Qh4EHw, 9.000, 19.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
2LZ0q78OWZE, 0.000, 8.000, "/m/014zdl,/m/07qsvvw"
2Lam7ljO3Is, 11.000, 21.000, "/m/06mb1,/t/dd00038"
2aCeBLWVL68, 0.000, 8.000, "/m/032s66,/m/0_1c"
2jFE-MKRmPw, 270.000, 280.000, "/m/032s66,/m/073cg4"
3K4JqHLgq9I, 10.000, 20.000, "/m/019jd,/m/03m9d0z,/m/056ks2"
3RKZM0WIRbk, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
3ZEzvNaHWPE, 10.000, 20.000, "/m/019jd,/m/03m9d0z,/m/0hsrw"
3ZUHhSbQkGw, 170.000, 180.000, "/m/032s66,/m/073cg4"
3eGOQOcKkAE, 30.000, 40.000, "/m/032s66,/m/0_1c"
3j3AM4taI-U, 0.000, 10.000, "/m/02_41"
3oF7NLTzoxc, 190.000, 200.000, "/m/032s66,/m/073cg4,/m/07rv4dm"
3udWS-cMb-8, 80.000, 90.000, "/m/032s66,/m/04zjc"
3y2aZEs1F5s, 70.000, 80.000, "/m/06mb1,/m/07qwyj0,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
41SLp0ph65A, 370.000, 380.000, "/m/02z32qm,/m/032s66"
472uoq6erhc, 270.000, 280.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
49kPjptbt38, 50.000, 60.000, "/m/032s66,/m/073cg4"
4JnYkujJGRA, 530.000, 540.000, "/m/032s66,/m/073cg4"
4TQzd0lB8IQ, 30.000, 40.000, "/m/032s66,/m/04zjc"
4hwwaJQV7Go, 50.000, 60.000, "/m/032s66,/m/0_1c"
4lNM6Ah99hw, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
4tQiC9E6Mxc, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/t/dd00092"
5190n8RJI_k, 140.000, 150.000, "/m/07qwyj0,/m/0jb2l,/m/0ngt1"
54EJiYdS03s, 30.000, 40.000, "/m/014zdl,/m/07pc8lb"
5NqDdoLAUjE, 30.000, 40.000, "/m/02_41"
5ddBDVLBRFQ, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
5kM5TBYx07g, 200.000, 210.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
5piIqrQB5rU, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
5znApAp2Gcc, 20.000, 30.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
66wgrFPRzZU, 30.000, 40.000, "/m/06mb1,/m/0ngt1"
69aQWOcvmoI, 30.000, 40.000, "/m/06mb1,/m/07qwyj0,/m/07r10fb"
6O4Zpv-cAXY, 0.000, 7.000, "/m/014zdl,/m/09x0r"
6OHetw29o_A, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
6j76kSyiOCA, 90.000, 100.000, "/m/014zdl"
6j_0JxixrG8, 30.000, 40.000, "/m/032s66,/m/0_1c"
6kguB8XWB64, 40.000, 50.000, "/m/032s66,/m/073cg4"
6lhRhz7Ki_0, 30.000, 40.000, "/m/026fgl,/m/03m9d0z,/m/0f8s22"
6mBd8XtwkvM, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/056ks2,/m/05kq4"
6qi1KV9MoO0, 110.000, 120.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
76pXCH-hvb4, 30.000, 40.000, "/m/014zdl,/m/04rlf"
78R6KgsSPRk, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
7Bfg94jYDVI, 260.000, 270.000, "/m/032s66,/m/04zjc"
7Leh-jVFjjg, 14.000, 24.000, "/m/014zdl"
7gZqP4-Y0Cw, 10.000, 20.000, "/m/032s66,/m/073cg4"
7rVjlroRQ64, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
7sEqD9pB1nI, 70.000, 80.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
7sU0jAHPJG0, 18.000, 28.000, "/m/032s66,/m/073cg4"
89hj7G1AWYY, 30.000, 40.000, "/m/032s66,/m/04zjc"
8B3cEMueaDc, 250.000, 260.000, "/m/02_41"
8Bcmyjk3TYk, 220.000, 230.000, "/m/07qwyj0,/m/0ngt1"
8CtGons_X48, 30.000, 40.000, "/m/03m9d0z,/m/06mb1,/t/dd00038,/t/dd00092"
8D4L97zM7x4, 60.000, 70.000, "/m/032s66,/m/04zjc"
8FYoIwYkoWY, 190.000, 200.000, "/m/06mb1,/t/dd00038"
8PgDC2GUx9k, 20.000, 30.000, "/m/032s66,/m/073cg4"
8Ti-qa2gvoc, 29.000, 39.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
8VbJJQXwX4o, 30.000, 40.000, "/m/06mb1,/m/07qwyj0,/m/07r10fb"
8a2OeWS3G-A, 50.000, 60.000, "/m/014zdl,/m/04rlf,/m/09x0r"
8oa7QzW-IBc, 90.000, 100.000, "/m/014zdl"
8pJUJvPfIx0, 110.000, 120.000, "/m/06mb1,/m/07qwyj0,/m/0ngt1"
8ryifCe_sIU, 20.000, 30.000, "/m/02_41"
9Bg7XK1Uoyw, 10.000, 20.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
9BkxqopOLQo, 40.000, 50.000, "/m/019jd,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
9CCRS3MCwXI, 30.000, 40.000, "/m/02_41"
9Cx-qZZAyQg, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
9EzV2FqY2y8, 110.000, 120.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
9FH7i5Q4rGI, 190.000, 200.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
9FpX26dPaSQ, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
9It3a2bN2Uw, 90.000, 100.000, "/m/06mb1,/m/07p6mqd,/m/09x0r,/m/0j2kx,/t/dd00129"
9MVCwolWlLE, 6.000, 16.000, "/m/032s66,/m/04zjc"
9Pd12SkMum4, 100.000, 110.000, "/m/02_41"
9UP7L34-zus, 250.000, 260.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
9W--1bU_zjg, 550.000, 560.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
9Wfg4h6CVqo, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
9dzNWsw-W58, 270.000, 280.000, "/m/032s66,/m/04zjc,/m/073cg4"
9iyQiuuF_CE, 10.000, 20.000, "/m/032s66,/m/073cg4"
9j4IROLuOkE, 10.000, 20.000, "/m/019jd,/m/034srq,/m/05kq4,/m/0hsrw"
9kjfu8TUTYk, 22.000, 32.000, "/m/014zdl,/m/07pxg6y"
9nYeNrZ4EPY, 5.000, 15.000, "/m/014zdl,/m/07qsvvw"
9oxMZQOS6sE, 130.000, 140.000, "/m/019jd,/m/03m9d0z,/m/06q74"
9ww0jrYLgZ8, 30.000, 40.000, "/m/032s66,/m/0_1c"
AIthc77KW8w, 0.000, 10.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
AJzwtVxRLVU, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4"
AP8todOyU78, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
APYXZHZPCE4, 50.000, 60.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
Aai257FTBiQ, 80.000, 90.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
Ab51oVS98Qo, 60.000, 70.000, "/m/032s66,/m/04zjc"
AeWRWWba3z4, 30.000, 40.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
AgLm7rSg5JA, 90.000, 100.000, "/m/032s66,/m/073cg4"
AsSPcPFgGdE, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
Au5NjQaR_T0, 340.000, 350.000, "/m/032s66,/m/073cg4"
AuJ8X3TK3cU, 40.000, 50.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
B9ZQcIBD4rA, 30.000, 40.000, "/m/014zdl,/m/07pxg6y,/m/09x0r"
BEuIJ5dw5kY, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
BJVFqd7WYxA, 390.000, 400.000, "/m/02_41,/m/03m9d0z"
BQWPvKrN07c, 10.000, 20.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/0hsrw,/t/dd00092"
BQWXKuFYuro, 160.000, 170.000, "/m/032s66,/m/073cg4"
BRYojKzC-xY, 30.000, 40.000, "/m/014zdl,/m/09x0r"
BSPjTGVP1I4, 30.000, 40.000, "/m/032s66,/m/04zjc"
BVch9SzTjZw, 30.000, 40.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
BbLkppp3QZc, 30.000, 40.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0838f,/m/0hsrw,/m/0j6m2,/t/dd00092"
Bdi9NEo8cDU, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
Be0z4cALwJo, 20.000, 30.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
BmkqueB0Vrs, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
BtN6AvD1FyA, 150.000, 160.000, "/m/032s66,/m/073cg4"
By8_wPVT4zg, 190.000, 200.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74"
C2gkVodtiCs, 60.000, 70.000, "/m/019jd,/m/034srq,/m/05kq4,/m/06q74"
C72bv2YhZ6A, 0.000, 10.000, "/m/014zdl,/m/02_41,/m/09x0r"
C9SbW7DnSho, 50.000, 60.000, "/m/02_41"
CCHRD-G9sfA, 90.000, 100.000, "/m/014zdl,/m/02z32qm,/m/032s66,/m/09x0r,/m/0g6b5"
CFLiUsZvjqw, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
CNETKbKHhwc, 0.000, 5.000, "/m/014zdl"
CNURVtAOhRE, 30.000, 40.000, "/m/032s66,/m/0_1c"
COe52lCaNPk, 30.000, 40.000, "/m/032s66,/m/0_1c"
CRmOXocqKRo, 0.000, 10.000, "/m/07qwyj0,/m/0jb2l,/m/0ngt1"
CSfJWw9cM2s, 100.000, 110.000, "/m/03m9d0z,/m/05zppz,/m/09x0r,/t/dd00129"
CXFCW_AHFCk, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
CcKeBkOVJIY, 30.000, 40.000, "/m/02_41,/m/03m9d0z"
CelxGPZvoyw, 240.000, 250.000, "/m/032s66,/m/073cg4"
Cl64_nI7A14, 120.000, 130.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
CoKZ3cdGDBs, 90.000, 100.000, "/m/032s66,/m/073cg4"
Cwt3ChZeJT0, 30.000, 40.000, "/m/014zdl"
D7-J_A8zf2k, 370.000, 380.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
DUvF0NeTxPs, 30.000, 40.000, "/m/032s66,/m/0_1c"
Dj6vz-bsHXY, 60.000, 70.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
DoRebW9poXU, 30.000, 40.000, "/m/032s66,/m/0_1c"
DsFvp-0mEZA, 30.000, 40.000, "/m/02_41,/m/03kmc9,/m/03m9d0z,/m/0dgbq,/t/dd00092"
DwyOjLK00jQ, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
DzlD845npq4, 90.000, 100.000, "/m/05kq4,/m/07pqc89"
E-J9vzpZFn4, 50.000, 60.000, "/m/02_41"
E5A5jUE-n2c, 280.000, 290.000, "/m/03m9d0z,/m/0hsrw,/t/dd00092"
EJucDkHyC_U, 120.000, 130.000, "/m/032s66,/m/0_1c"
EQoCKPIrT3U, 430.000, 440.000, "/m/02_41,/m/03m9d0z"
ERYy3X1mx0c, 310.000, 320.000, "/m/06mb1,/m/07r10fb"
ETiHg0_v210, 180.000, 190.000, "/m/019jd,/m/034srq,/m/05kq4,/m/06q74"
Ea6wuY5zHDc, 0.000, 3.000, "/m/014zdl,/m/04rlf"
EfzNaAVrqFk, 7.000, 17.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw"
Emw8Ax5g3i8, 140.000, 150.000, "/m/032s66,/m/04zjc"
EonsfqQZ0OU, 10.000, 20.000, "/m/06mb1,/m/07qwyj0"
ExKxdQ_Kph0, 200.000, 210.000, "/m/07qwyj0,/m/0ngt1"
F7eX5VXbvNo, 30.000, 40.000, "/m/032s66,/m/04zjc,/m/0_1c"
FCWFhArE1UU, 380.000, 390.000, "/m/019jd,/m/034srq,/m/05kq4,/m/06q74"
FCjwziBggHE, 0.000, 10.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
FGSTvZW_toM, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/0hsrw"
FLgXwU-TviI, 23.000, 33.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
FN7VIGq04qE, 60.000, 70.000, "/m/032s66,/m/073cg4"
FO6arunsodo, 30.000, 40.000, "/m/019jd,/m/034srq,/m/056ks2,/m/05kq4"
FPRRNfbcULA, 270.000, 280.000, "/m/019jd,/m/034srq,/m/05kq4,/m/0hsrw"
FQGTts7xyr8, 530.000, 540.000, "/m/032s66,/m/04zjc"
FnkVyKnukpE, 0.000, 10.000, "/m/032s66,/m/04zjc"
FvX4beQXT9M, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
Fzwa_LIMH2E, 520.000, 530.000, "/m/032s66,/m/073cg4"
G-f6qIJF8Pk, 50.000, 60.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
G8l2fpUPWro, 140.000, 150.000, "/m/032s66,/m/073cg4"
G9M3de5mISY, 0.000, 10.000, "/m/032s66,/m/04zjc"
GJd9qaGm92I, 570.000, 580.000, "/m/032s66,/m/0_1c"
GJvWWCx2UuU, 90.000, 100.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
GM9C0VWmLpI, 30.000, 40.000, "/m/032s66,/m/0_1c"
GQyqKgXee8A, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/m/05kq4"
GXJg8cnsP1k, 0.000, 5.000, "/m/014zdl,/m/07qsvvw"
GYOHFaVFp3o, 0.000, 10.000, "/m/032s66,/m/04zjc"
Gksy214mQWg, 340.000, 350.000, "/m/02_41,/m/03m9d0z"
GlO3MdKTpd4, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
Gx-fFUhQ28A, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
H-QghZBSGjQ, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
H0adZlMICzE, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
HDws6xj6J40, 20.000, 30.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
HQsOY0A3xoI, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
H_iDWJ7gbIU, 30.000, 40.000, "/m/032s66,/m/0_1c"
Hjebqbe5wJg, 120.000, 130.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
Hn7kIz6Z0ZI, 30.000, 40.000, "/m/032s66,/m/0_1c"
I3zwXIKToXc, 20.000, 30.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
I515SEYGbIw, 2.000, 12.000, "/m/014zdl,/m/07qsvvw"
ICdovrQhhrw, 230.000, 240.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
ICtHsbPozLU, 180.000, 190.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
IHNQUYiF21o, 140.000, 150.000, "/m/02_41,/t/dd00088"
II-fcvc57Jk, 120.000, 130.000, "/m/014zdl,/m/04rlf,/m/07pt_g0"
IP_9TyuwDc8, 30.000, 40.000, "/m/03m9d0z,/m/04rlf,/m/0btp2"
IR_ks3y_UTA, 200.000, 210.000, "/m/032s66,/m/073cg4"
ISUgb6HjLbI, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
IXVXGMPG0dA, 180.000, 190.000, "/m/019jd,/m/034srq,/m/05kq4,/m/06q74"
IfsJ66GKcr0, 70.000, 80.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
IroOVamQZHQ, 30.000, 40.000, "/m/032s66,/m/0_1c"
J652Y8jdAFw, 30.000, 40.000, "/m/025rv6n,/m/032s66,/m/07qwf61,/m/0dbvp"
JHgWe45u8NE, 50.000, 60.000, "/m/06mb1,/m/07r10fb,/m/0838f,/t/dd00038"
JVGj7Bt6Gpg, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r"
JfQZeAIHg3s, 70.000, 80.000, "/m/032s66,/m/04zjc"
JjC4SzZwjJg, 50.000, 60.000, "/m/02_41"
Jk2B7Mvh6cE, 320.000, 330.000, "/m/032s66,/m/073cg4"
JxzClm8xuDc, 150.000, 160.000, "/m/032s66,/m/073cg4"
JzDXNC3r-FM, 30.000, 40.000, "/m/019jd,/m/056ks2,/m/05kq4"
K0op6i9ydnM, 3.000, 13.000, "/m/032s66,/m/04zjc,/m/0c1dj"
K5TkfFZk-ro, 0.000, 10.000, "/m/02_41"
KH_Cw66-97Q, 30.000, 40.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw,/m/09x0r"
KOePTJ9eSkQ, 30.000, 40.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
KRxPSEBGUi4, 30.000, 40.000, "/m/032s66,/m/0_1c"
Ko9iUJ9Hz50, 10.000, 20.000, "/m/02_41,/m/03m9d0z"
KrO8LpwM70k, 250.000, 260.000, "/m/07qwyj0,/m/0jb2l,/m/0ngt1"
L3Xr_NVi7UM, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
LMC-xXt6A1g, 0.000, 10.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
LSvtwiycIIU, 70.000, 80.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
LT5mUSYUzHg, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/09x0r"
LVW1oLMQksM, 150.000, 160.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
L_9U6xDeYcU, 20.000, 30.000, "/m/04fq5q,/m/05kq4,/m/0912c9,/m/09x0r,/t/dd00129"
L_CRmKhsdfQ, 20.000, 30.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
Lx6xaU2Ti7s, 340.000, 350.000, "/m/032s66,/m/073cg4"
LzLvMuwX9Vw, 70.000, 80.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
M1xMhk1lCr4, 150.000, 160.000, "/m/032s66,/m/073cg4"
MElc-0XqoSw, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
MNrctWQxHEA, 30.000, 40.000, "/m/03m9d0z,/m/07qwyj0"
MQhD1V14Spw, 50.000, 60.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
McwJQR6vKDA, 10.000, 20.000, "/m/02_41"
MtXS_LO3nNU, 50.000, 60.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
N-270xmgaO4, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
N3I0bQOafN8, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
NI-ItTGKHuE, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
NJBlHNAXZZ0, 340.000, 350.000, "/m/02x984l,/m/03m9d0z"
NQnH_JzTxaY, 7.000, 17.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw"
NWjZK1EFZBc, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
NXPJmaO6vao, 130.000, 140.000, "/m/014zdl,/m/04rlf,/m/09x0r"
NoBvw3b6L7I, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
NyqqduUCKy0, 0.000, 10.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
NzTggyH8J2U, 580.000, 590.000, "/m/02_41,/m/03m9d0z"
O3mvnbutoqs, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
OKB62QAF5U8, 250.000, 260.000, "/m/032s66,/m/073cg4"
OLA6yUdoTyo, 200.000, 210.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
OMo7qvmsMu4, 14.000, 24.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
O_FDe2fRpDM, 210.000, 220.000, "/m/032s66,/m/04zjc"
OjPPHeQXdZk, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
OplcFe9OOMA, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
Oq1ygfvQhj0, 10.000, 20.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
PO1eaJ7tQOg, 250.000, 260.000, "/m/032s66,/m/04zjc"
PsuGhbGDAYw, 10.000, 20.000, "/m/02_41"
PwyVufxwAos, 120.000, 130.000, "/m/032s66,/m/073cg4"
PyxzFVgz70M, 30.000, 40.000, "/m/032s66,/m/0_1c"
QDRXDpVbjck, 0.000, 9.000, "/m/032s66,/m/04zjc"
QH3RIg1ypDg, 24.000, 34.000, "/m/032s66,/m/0_1c"
QOuly-AlgYU, 160.000, 170.000, "/m/032s66,/m/04zjc"
QXNgo7S7Cxw, 130.000, 140.000, "/m/019jd,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
QXtF7cWgq3M, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
QbY5RyLsWVM, 60.000, 70.000, "/m/032s66,/m/073cg4"
QcIOX_eo7VU, 90.000, 100.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
QdBf5MKpT2o, 18.000, 28.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
QfMn5NoHdes, 30.000, 40.000, "/m/02_41"
Qhgf--hnohY, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/m/056ks2"
QiZ93oKvcjI, 10.000, 20.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
QkbHH6LQkr4, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r"
QrvCNyQn3HU, 20.000, 30.000, "/m/032s66,/m/04zjc"
R-ieGD15_n8, 560.000, 570.000, "/m/06mb1,/m/07qwyj0"
RCEBJCXKcWA, 0.000, 10.000, "/m/032s66,/m/073cg4"
ROCrWXwzNOk, 310.000, 320.000, "/m/032s66,/m/0_1c"
RcfNij45obU, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
RdQWZQqJuqo, 20.000, 30.000, "/m/032s66,/m/073cg4"
ReXtuIyu9ls, 30.000, 40.000, "/m/032s66,/m/0_1c"
RfGSlaxcN0w, 30.000, 40.000, "/m/019jd,/m/034srq,/m/05kq4,/m/06q74"
RhZ8pOgF4D0, 0.000, 7.000, "/m/032s66,/m/0_1c"
RscrFWDOntw, 330.000, 340.000, "/m/02_41,/m/03j1ly,/m/03kmc9,/m/03m9d0z,/m/04qvtq"
S5ONWWKaMIA, 90.000, 100.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
SFJm4TVL-gE, 230.000, 240.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
SNH0ywrOEvQ, 30.000, 40.000, "/m/032s66,/m/0_1c"
