# Segments csv adapted from original eval_segments provided by audioset
# num_ytids=Dunno, num_segs=Dunno, num_unique_labels=Dunno, num_positive_labels=Dunno
# YTID, start_seconds, end_seconds, positive_labels
3bRVDEM6DTk, 50.000, 60.000, "/m/032s66,/m/04zjc"
21pXq7b5DMc, 10.000, 20.000, "/m/019jd,/m/03m9d0z,/m/07yv9,/m/09x0r,/m/0hsrw"
7OMRXkgkdx4, 210.000, 220.000, "/m/032s66,/m/09x0r"
32IXUxlD1XA, 80.000, 90.000, "/m/03m9d0z,/t/dd00092"
2V1tYQFszU0, 110.000, 120.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
1Ybz3LPRRXs, 20.000, 30.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
4g2fK2yBupg, 470.000, 480.000, "/m/0ngt1"
0ek-9ci-3a0, 80.000, 90.000, "/m/014zdl,/m/07qsvvw"
7vpH93q9St4, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
1xTWUYVuv5c, 20.000, 30.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
2IwGn9l6AiM, 190.000, 200.000, "/m/032s66,/m/04zjc"
QLqLRlcjOZE, 500.000, 510.000, "/m/014zdl,/m/02_41,/m/09x0r"
66BGqdxWVsE, 0.000, 10.000, "/m/032s66,/m/04zjc"
5nSlro1t588, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
74UgFzo_HUk, 320.000, 330.000, "/m/032s66"
8uVh5wJkrnI, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
3WxdwN-lH8Y, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
-CsVvYRXa2A, 330.000, 340.000, "/m/032s66"
NloZElzy8WA, 11.000, 21.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
--PG66A3lo4, 80.000, 90.000, "/m/032s66,/m/04zjc"
-88hDH6LtyI, 80.000, 90.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
-w3ye6WDomI, 590.000, 600.000, "/m/03m9d0z,/t/dd00129"
d8U82NbIC98, 180.000, 190.000, "/m/02_41,/m/03m9d0z"
3DMxZ4yWWYE, 30.000, 40.000, "/m/032s66"
4u6Ac_h9ZVw, 300.000, 310.000, "/m/032s66"
3YI6A9-zqJM, 510.000, 520.000, "/m/032s66,/m/04zjc"
Rvuv1C7d_Ho, 410.000, 420.000, "/m/0ngt1"
2QkNy5lBWas, 10.000, 20.000, "/m/032s66,/m/04rlf,/m/09x0r"
-39bG3uhNFw, 230.000, 240.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
6cwH7edjnvI, 30.000, 40.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
H3znbPaPfL4, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
0Fwyi0UBWJc, 260.000, 270.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
-VExWGv9Kh8, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r"
6LbgvAdN5OI, 280.000, 290.000, "/m/032s66"
3sMtgbnMNO0, 30.000, 40.000, "/m/06mb1"
8GSve1VF-90, 10.000, 20.000, "/m/06mb1"
A_qMGStJkH4, 40.000, 50.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
-QMhidDu3qw, 60.000, 70.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
6JxtSOM9ODE, 440.000, 450.000, "/m/032s66"
4kJIAn9qBlU, 310.000, 320.000, "/m/032s66,/m/09x0r"
D_biij7yzu0, 10.000, 20.000, "/m/0ngt1"
Fcy6TEzCe-0, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
-VR9yLnwdhY, 29.000, 39.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
3DfRg-9tRN8, 70.000, 80.000, "/m/032s66,/m/04zjc"
-q5KdVI7r-Y, 60.000, 70.000, "/m/032s66"
ipkp4q8WmKI, 10.000, 20.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
0X9YHhl5m5w, 280.000, 290.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
L_ZRpyyu3ag, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
4-c3uJP6urw, 30.000, 40.000, "/m/032s66"
45EOk6eGNX4, 270.000, 280.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
2oI3wcSugto, 140.000, 150.000, "/m/06mb1"
65fMcOOgMoc, 140.000, 150.000, "/m/06mb1"
MAH8hx6L0x4, 11.000, 21.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
1x5snFjknAE, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
BTJI_j4XS4M, 60.000, 70.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
3jXAh3V2FO8, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
LCcPzeH_Cn4, 160.000, 170.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
0sCw-jFfqmg, 30.000, 40.000, "/m/032s66,/m/04zjc"
--2u0ZyO3x0, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
3WDtoYwcNQU, 210.000, 220.000, "/m/03m9d0z"
4RoXQ0GCTTc, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
0uz9MsqMCI8, 130.000, 140.000, "/m/03m9d0z,/m/07yv9,/m/09x0r"
spKwclntd2U, 120.000, 130.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
KzmaMghhMfs, 130.000, 140.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
3pRg3-ZavcY, 40.000, 50.000, "/m/06mb1,/m/07qwyj0,/m/0jb2l,/m/0ngt1"
BFZlAlUrf2A, 12.000, 22.000, "/m/014zdl,/m/09x0r"
eevAt724S20, 10.000, 20.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
-jsBFwHRuPo, 8.000, 18.000, "/m/014zdl"
21WMz5hG0Zs, 0.000, 10.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
25S06DDQL_E, 30.000, 40.000, "/m/06mb1"
1c72xzS3vLw, 10.000, 20.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
3Szm2EsqhWI, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
0NvU5eiSlJw, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/m/07yv9,/m/0hsrw"
xLBPVYAg06g, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
85FDI-MKNOQ, 13.000, 23.000, "/m/014zdl,/m/09x0r"
CTPHdwpBtN4, 0.000, 9.000, "/m/014zdl"
L2K7H_eDD2U, 80.000, 90.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
3ObiWREjhV8, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
3dlDW5rwkS8, 100.000, 110.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
vL1goz4n82k, 330.000, 340.000, "/m/02_41,/m/03m9d0z"
Ad1tLpeIKUQ, 110.000, 120.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
93GEJcSChdo, 420.000, 430.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
3IxFmFcf5jI, 60.000, 70.000, "/m/034srq,/m/03m9d0z"
2kDRUJJCrrs, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
IG8i8HPMYas, 350.000, 360.000, "/m/0ngt1"
PHEO-7Og7vM, 360.000, 370.000, "/m/07r10fb,/m/0ngt1"
RY_R3ni1kVo, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
O6O7XhissEk, 320.000, 330.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
Kiv3b3Eueho, 0.000, 10.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
CfEHqU1Tq-4, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
6y_n03zayEA, 320.000, 330.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
5kCNSD_r24I, 30.000, 40.000, "/m/06mb1"
-IqKCSPH-SE, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
8K6HEgle8xw, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
0iQIHS2EHcE, 0.000, 10.000, "/m/032s66,/m/04zjc"
Z1sM3CwM8TQ, 90.000, 100.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
1eHHBEe6BVk, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
4ghL9wlPG8g, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
HTHpV7D9Cyg, 210.000, 220.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
2Pama1bnrSw, 10.000, 20.000, "/m/06mb1,/t/dd00038"
2ic6Zrdptzo, 10.000, 20.000, "/m/014zdl,/m/09x0r"
949NP5fUjB0, 290.000, 300.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
08A9CKS5GNA, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
3T2qX9IEiSA, 0.000, 6.000, "/m/014zdl"
7kepKzYLyPs, 30.000, 40.000, "/m/032s66"
5ZpWRCiORfU, 30.000, 40.000, "/m/014zdl,/m/09x0r"
9IshV__iHbE, 120.000, 130.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
-GDkljH9Hsg, 11.000, 21.000, "/m/03m9d0z,/t/dd00092"
3MIb8jRyNQU, 250.000, 260.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
1ywJflmdH1c, 30.000, 40.000, "/m/032s66,/m/04zjc"
2NfK15_x6ws, 14.000, 24.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
0GzLTowdidg, 30.000, 40.000, "/m/06mb1"
1_6LMkQuzno, 2.000, 12.000, "/m/03m9d0z,/t/dd00092"
-N1hN9Bf_QY, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
3dzzQarsI7Y, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
2xSpPJkPJqo, 6.000, 16.000, "/m/014zdl,/m/07qsvvw"
Iag3wmk9Wj4, 230.000, 240.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
6Rp0ZSkNq_E, 0.000, 9.000, "/m/0ngt1"
-Ldxo4M2qBs, 50.000, 60.000, "/m/032s66"
6TrHR_Unihc, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
6r7uZqTv6e4, 70.000, 80.000, "/m/032s66,/m/073cg4"
PZHO-_Jecck, 60.000, 70.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
KE1CGA65eZo, 20.000, 30.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
-TTibxLuqQo, 32.000, 42.000, "/m/06mb1"
2BxEqQtrkxQ, 90.000, 100.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
4pP07Q3S528, 3.000, 13.000, "/m/014zdl"
5t9scmKACus, 9.000, 19.000, "/m/06mb1,/t/dd00038"
03K8RizH2VU, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
wTn8EovDeZo, 30.000, 40.000, "/m/02_41,/m/03m9d0z"
4LaG54RsNf8, 10.000, 20.000, "/m/06mb1,/t/dd00038"
HcJ1Xma23kI, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
RdvCPXFuzK8, 30.000, 40.000, "/m/0ngt1"
6GQizY3nhWo, 27.000, 37.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
0EgJ1v2Yuy4, 20.000, 30.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
3N708mf38Ck, 370.000, 380.000, "/m/03m9d0z,/m/0jb2l"
IJWXr8cdCDs, 160.000, 170.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
CK1YnqP1Y1I, 30.000, 40.000, "/m/0ngt1"
DHRjvyK0Ioo, 30.000, 40.000, "/m/014zdl,/m/07qsvvw"
56XhsjvhfYs, 20.000, 30.000, "/m/0ngt1"
66KZWWxN6v8, 30.000, 40.000, "/m/032s66,/m/0_1c"
2mQret4K29o, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
-rPk13D4s70, 30.000, 40.000, "/m/032s66,/m/0_1c"
0xCPXg5lJeg, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
1j6a885F7uM, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/m/0ngt1,/t/dd00038"
qvOMw9EOUZs, 100.000, 110.000, "/m/014zdl,/m/02_41,/m/09x0r"
waMyD78Wku0, 250.000, 260.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
1Z2fm2uc6VU, 20.000, 30.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
A3pwbQF9IOY, 0.000, 10.000, "/m/014zdl,/m/07qsvvw"
2UUzeWyauhE, 30.000, 40.000, "/m/06mb1"
0FMZr-2Oc6o, 22.000, 32.000, "/m/032s66"
fc3FmmY450g, 20.000, 30.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
3UavSfYk1c8, 170.000, 180.000, "/m/03m9d0z,/m/07yv9,/m/0cmf2"
ANyaBIp7o-0, 0.000, 8.000, "/m/014zdl,/m/07qsvvw"
8rob1Xisi5k, 30.000, 40.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
7WsMZ7N3GzY, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
5xA51w7HDag, 10.000, 20.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
0-bn-Mo_4g0, 450.000, 460.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
-_2oJZ-NhQg, 30.000, 40.000, "/m/0jb2l,/m/0ngt1"
07X9_2JoucM, 28.000, 38.000, "/m/014zdl,/m/09x0r"
4mtueQ7XAXw, 0.000, 10.000, "/m/06mb1,/m/0ngt1"
6Zse5feLOe8, 180.000, 190.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
5iiK7y4tWfU, 80.000, 90.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
8ythZWCFVFk, 360.000, 370.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
-u280mVOhOQ, 10.000, 20.000, "/m/032s66,/m/04zjc"
4cU1IPanI0k, 10.000, 20.000, "/m/014zdl,/m/09x0r"
-tVj7U7AnZo, 18.000, 28.000, "/m/014zdl,/m/07pxg6y,/m/09x0r"
2VViwUtqduk, 30.000, 40.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
6ZFCXGAbz3s, 340.000, 350.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
3S2-TODd__k, 90.000, 100.000, "/m/0284vy3,/m/03m9d0z,/t/dd00092"
8-Q-yBVpcOA, 8.000, 18.000, "/m/014zdl,/m/04rlf"
BGdfc2Ht1dk, 30.000, 40.000, "/m/014zdl"
B1VulfX0yno, 0.000, 10.000, "/m/014zdl,/m/07qsvvw"
0_wlxUxfZ14, 10.000, 20.000, "/m/015p6,/m/020bb7,/m/032s66,/m/07pggtn"
MFCVZQnHzhg, 30.000, 40.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
88CzQRAOYoQ, 30.000, 40.000, "/m/06mb1"
25WGxVscwLE, 20.000, 30.000, "/m/06mb1,/m/0ngt1"
3SiIgfc9RyA, 10.000, 20.000, "/m/032s66,/m/04zjc"
-E4MGocy8o4, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
CH52etGYvGM, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
1eS9KNAcn9U, 0.000, 7.000, "/m/014zdl"
4_W8v4LdKIk, 40.000, 50.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
6D6yOWq0YNg, 0.000, 6.000, "/m/06mb1"
CV4v8vKzbIc, 0.000, 6.000, "/m/014zdl,/m/09x0r"
1isUtW7FK_E, 0.000, 10.000, "/m/032s66"
2fpogsBAusk, 50.000, 60.000, "/m/032s66,/m/073cg4"
18rM7nNvjD8, 150.000, 160.000, "/m/032s66,/m/04zjc"
R_TbskcfXO8, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
0PvfpZQ8FAA, 400.000, 410.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
GTwvmhfEerk, 200.000, 210.000, "/m/06mb1,/m/0ngt1"
2X_1mwKET5s, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
E6HdMu2C-gU, 80.000, 90.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
0Ax39UPWoyY, 100.000, 110.000, "/m/032s66,/m/04zjc"
-On56ZENnOU, 90.000, 100.000, "/m/03m9d0z,/m/07yv9,/m/0k4j"
Fb1yUJr_cAE, 70.000, 80.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
03yAuTazipw, 30.000, 40.000, "/m/019jd,/m/03m9d0z,/t/dd00092"
5Zrnvl_6c3U, 30.000, 40.000, "/m/06mb1,/t/dd00038"
7olxm-gNYoo, 480.000, 490.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
4jLTh0lPyT4, 30.000, 40.000, "/m/014zdl,/m/04rlf"
3YaJN4p6tRY, 20.000, 30.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
2ZnDZkbwsQA, 0.000, 10.000, "/m/06mb1,/t/dd00038"
2Kv7Z6afKak, 70.000, 80.000, "/m/03m9d0z,/t/dd00092"
mg_S9aqWuT0, 80.000, 90.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
4T21z1U4xi0, 250.000, 260.000, "/m/032s66"
LjbvhogLa4o, 50.000, 60.000, "/m/0jb2l,/m/0ngt1"
2iOXe9lKKrE, 30.000, 40.000, "/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092"
07zpX9NZ6sM, 14.000, 24.000, "/m/06mb1,/m/07r10fb,/t/dd00038"
Yg5DG_cRajk, 140.000, 150.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
0Gz3fMHuQCo, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
0hJvYTuEQ30, 0.000, 7.000, "/m/014zdl"
3UmyVqoyoyY, 230.000, 240.000, "/m/019jd,/m/03m9d0z,/m/06q74"
-dcZ6POUhPc, 190.000, 200.000, "/m/032s66"
-NrFeH-kBSM, 0.000, 10.000, "/m/032s66"
lAJh-AnMP1w, 10.000, 20.000, "/m/02_41,/m/03m9d0z"
-Qr_nhvqV-k, 10.000, 20.000, "/m/032s66"
0T7dVfxUe6Y, 9.000, 19.000, "/m/03m9d0z,/t/dd00092"
4gKvZMFUIyQ, 210.000, 220.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
5joY7-fda8I, 80.000, 90.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
2oixVAGEqOI, 30.000, 40.000, "/m/03m9d0z"
c5C8M7ZUhK4, 460.000, 470.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
2VR4yXzDj24, 30.000, 40.000, "/m/032s66,/m/0_1c"
J2eK41LLnTk, 60.000, 70.000, "/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1"
9kwO3tqowVE, 180.000, 190.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
4mpyHoiNmgQ, 0.000, 10.000, "/m/014zdl,/m/09x0r"
D9thmcoA7I4, 22.000, 32.000, "/m/014zdl,/m/09x0r"
NPblvsVKDag, 100.000, 110.000, "/m/0ngt1"
4qS4UCv8MSk, 380.000, 390.000, "/m/032s66,/m/04rlf"
2WZvis3BOPA, 50.000, 60.000, "/m/014zdl,/m/02_41"
C2WvWc5a5UU, 0.000, 10.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
-iIv5t2qKL4, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4"
2tbdMqG_fwA, 530.000, 540.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
47jYuIv1SLU, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
-kqYEgeadu8, 0.000, 10.000, "/m/014zdl,/m/09x0r"
2eECuWgYsj8, 0.000, 10.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
3UTE6J6V_40, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
OadPyGUoHTI, 20.000, 30.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
3pURwZPq69U, 20.000, 30.000, "/m/032s66"
3ByOsVn5tGU, 140.000, 150.000, "/m/02_41,/m/03m9d0z"
4j8Ne_8bGEU, 40.000, 50.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
479n1B4Rsk4, 100.000, 110.000, "/m/032s66,/m/04zjc"
3TlrefO7WD0, 110.000, 120.000, "/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"
2kcgCeT9duM, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
2F6quyMLi3I, 17.000, 27.000, "/m/03m9d0z,/t/dd00092"
MsuJN7dM19o, 0.000, 5.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
1AAPrleul7w, 370.000, 380.000, "/m/03m9d0z,/t/dd00092"
2U5IaVxPceA, 180.000, 190.000, "/m/03m9d0z,/t/dd00092"
8gvTkR8gcxk, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
-JaUsb1_IbI, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
286Fze2rNms, 30.000, 40.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
8Q3Lazeug88, 180.000, 190.000, "/m/032s66,/m/04zjc"
1VLiTdN2udY, 30.000, 40.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
ByBXHNwJNeo, 30.000, 40.000, "/m/03m9d0z,/m/05kq4,/t/dd00092"
ER36IuyTtkU, 10.000, 20.000, "/m/0ngt1"
6KROrnvX2mw, 300.000, 310.000, "/m/032s66,/m/073cg4"
0Ax4Xwc78Hs, 30.000, 40.000, "/m/06mb1,/t/dd00038"
4qaQfaW8wxc, 21.000, 31.000, "/m/032s66,/m/0_1c"
64QiYWZiE0o, 0.000, 10.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
2Gr0eI5Y2X8, 10.000, 20.000, "/m/06mb1,/m/0jb2l,/m/0ngt1"
30BQmdTQUbQ, 70.000, 80.000, "/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
7K6UhIewQSo, 10.000, 20.000, "/m/032s66"
2wrQuWK_hCY, 7.000, 17.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
49GcV3z1MlA, 11.000, 21.000, "/m/06mb1,/t/dd00038"
Fh1e44o_ExU, 30.000, 40.000, "/m/06mb1,/m/0ngt1"
xwDm3gOKhLM, 150.000, 160.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
-wv-pMA5r1w, 30.000, 40.000, "/m/03m9d0z,/t/dd00092"
